fg%,3p%,ft,tov%,ortg_max,drtg_max,home
0.424,0.429,9.0,12.5,140.0,114.0,1
0.512,0.286,19.0,11.8,144.0,105.0,0
0.478,0.351,18.0,14.0,230.0,130.0,0
0.5,0.52,33.0,10.7,189.0,116.0,1
0.42,0.212,10.0,16.4,139.0,124.0,1
0.511,0.32,14.0,12.7,162.0,131.0,0
0.543,0.42,11.0,8.1,267.0,112.0,1
0.489,0.472,9.0,7.4,184.0,103.0,1
0.5,0.583,17.0,10.5,188.0,117.0,0
0.559,0.5,23.0,12.5,199.0,112.0,1
0.488,0.375,28.0,10.1,224.0,103.0,1
0.477,0.361,12.0,17.1,167.0,130.0,1
0.365,0.259,8.0,8.9,148.0,106.0,0
0.346,0.259,25.0,12.6,195.0,129.0,0
0.444,0.318,13.0,8.2,170.0,111.0,1
0.388,0.313,21.0,11.9,234.0,99.0,1
0.539,0.444,15.0,6.6,200.0,109.0,1
0.337,0.233,13.0,11.5,137.0,128.0,0
0.506,0.4,15.0,11.0,188.0,125.0,0
0.441,0.476,11.0,9.1,219.0,128.0,1
0.474,0.333,16.0,14.6,250.0,150.0,1
0.43,0.357,12.0,12.3,158.0,131.0,1
0.566,0.471,14.0,16.0,188.0,90.0,1
0.463,0.259,20.0,16.2,216.0,117.0,1
0.462,0.435,33.0,10.7,149.0,129.0,0
0.398,0.277,28.0,13.1,138.0,121.0,1
0.505,0.444,13.0,7.5,178.0,132.0,0
0.422,0.25,12.0,17.4,176.0,127.0,0
0.494,0.41,21.0,9.8,236.0,123.0,1
0.402,0.346,10.0,11.1,226.0,119.0,0
0.489,0.467,12.0,11.1,170.0,92.0,1
0.463,0.25,13.0,16.9,200.0,98.0,0
0.545,0.438,17.0,7.6,200.0,109.0,0
0.455,0.375,33.0,10.9,223.0,119.0,1
0.315,0.259,13.0,14.2,150.0,134.0,1
0.344,0.231,10.0,13.7,117.0,130.0,0
0.413,0.278,12.0,12.8,161.0,111.0,1
0.421,0.25,14.0,10.3,206.0,115.0,0
0.36,0.2,18.0,12.8,274.0,94.0,0
0.418,0.194,10.0,8.5,125.0,108.0,0
0.378,0.194,16.0,9.9,161.0,96.0,1
0.441,0.286,11.0,11.6,142.0,130.0,1
0.413,0.323,15.0,20.0,205.0,115.0,0
0.538,0.5,12.0,12.2,187.0,115.0,1
0.517,0.412,14.0,13.6,172.0,144.0,1
0.443,0.421,20.0,11.7,225.0,129.0,0
0.43,0.367,18.0,12.0,161.0,129.0,0
0.471,0.348,19.0,12.3,143.0,111.0,0
0.44,0.188,13.0,10.9,146.0,134.0,0
0.464,0.424,15.0,10.2,268.0,132.0,1
0.49,0.364,32.0,5.7,186.0,132.0,0
0.378,0.25,13.0,14.1,164.0,96.0,0
0.523,0.391,10.0,17.0,204.0,104.0,1
0.481,0.367,24.0,16.6,154.0,121.0,1
0.442,0.314,24.0,10.1,161.0,115.0,0
0.549,0.471,13.0,16.1,213.0,126.0,0
0.4,0.407,13.0,19.3,135.0,120.0,0
0.434,0.394,22.0,16.7,159.0,118.0,0
0.44,0.267,9.0,13.4,205.0,115.0,0
0.375,0.175,15.0,11.1,123.0,109.0,1
0.506,0.379,17.0,17.2,155.0,116.0,0
0.391,0.31,22.0,11.5,139.0,122.0,1
0.519,0.514,21.0,17.0,276.0,119.0,0
0.444,0.258,20.0,11.2,166.0,115.0,1
0.49,0.414,11.0,3.6,174.0,118.0,1
0.38,0.364,16.0,12.1,148.0,129.0,0
0.395,0.353,11.0,13.5,120.0,127.0,0
0.517,0.294,16.0,9.3,198.0,125.0,1
0.593,0.529,11.0,10.6,235.0,128.0,0
0.455,0.393,21.0,8.4,168.0,119.0,1
0.429,0.419,24.0,16.8,186.0,131.0,0
0.465,0.385,23.0,10.1,208.0,109.0,1
0.448,0.378,19.0,14.1,128.0,125.0,1
0.467,0.286,16.0,9.8,149.0,100.0,0
0.506,0.25,22.0,11.5,168.0,122.0,0
0.4,0.353,22.0,11.0,240.0,124.0,0
0.48,0.412,17.0,8.6,177.0,99.0,0
0.455,0.36,24.0,11.5,140.0,111.0,1
0.435,0.379,20.0,9.7,177.0,130.0,0
0.58,0.375,24.0,6.0,225.0,136.0,0
0.429,0.333,19.0,12.7,169.0,125.0,0
0.442,0.2,9.0,9.0,176.0,115.0,0
0.457,0.29,12.0,9.2,168.0,117.0,1
0.459,0.414,15.0,13.6,155.0,111.0,1
0.523,0.381,16.0,17.1,230.0,110.0,0
0.485,0.436,12.0,6.8,180.0,139.0,0
0.488,0.261,17.0,12.7,204.0,125.0,0
0.376,0.306,27.0,8.3,140.0,104.0,0
0.449,0.28,17.0,14.5,131.0,117.0,1
0.404,0.353,21.0,12.2,155.0,101.0,1
0.5,0.432,10.0,14.0,217.0,133.0,1
0.5,0.462,27.0,8.6,213.0,127.0,1
0.519,0.529,12.0,10.2,300.0,108.0,1
0.425,0.258,17.0,7.5,202.0,118.0,0
0.398,0.32,16.0,5.3,199.0,134.0,0
0.494,0.417,6.0,17.3,239.0,129.0,0
0.462,0.333,10.0,17.5,150.0,119.0,0
0.523,0.486,13.0,11.4,200.0,122.0,0
0.488,0.432,15.0,16.0,223.0,130.0,0
0.377,0.25,24.0,13.3,163.0,129.0,0
0.459,0.37,23.0,11.3,169.0,112.0,0
0.439,0.385,13.0,15.1,147.0,117.0,0
0.538,0.433,11.0,14.8,189.0,100.0,1
0.526,0.435,28.0,15.3,147.0,140.0,0
0.394,0.341,5.0,15.1,136.0,98.0,1
0.481,0.476,23.0,14.8,300.0,126.0,0
0.402,0.257,21.0,15.2,155.0,115.0,0
0.44,0.368,14.0,14.2,186.0,109.0,0
0.356,0.257,18.0,14.1,172.0,108.0,0
0.419,0.342,18.0,9.4,136.0,128.0,0
0.383,0.231,26.0,12.0,151.0,117.0,1
0.407,0.324,17.0,11.0,131.0,96.0,1
0.519,0.455,12.0,12.2,300.0,99.0,1
0.456,0.13,17.0,19.0,182.0,107.0,1
0.513,0.3,16.0,18.5,269.0,110.0,1
0.409,0.171,8.0,15.6,137.0,112.0,0
0.473,0.344,24.0,18.8,188.0,113.0,0
0.419,0.265,15.0,14.2,130.0,115.0,0
0.451,0.214,25.0,9.5,152.0,110.0,0
0.5,0.469,13.0,13.6,186.0,124.0,1
0.314,0.231,15.0,17.4,106.0,106.0,0
0.429,0.286,12.0,11.8,146.0,113.0,0
0.398,0.217,14.0,16.3,143.0,101.0,1
0.5,0.4,12.0,14.1,149.0,129.0,0
0.529,0.469,19.0,17.3,159.0,117.0,1
0.4,0.231,22.0,14.2,158.0,111.0,0
0.518,0.522,18.0,8.9,300.0,105.0,1
0.481,0.357,19.0,18.1,170.0,111.0,1
0.444,0.52,6.0,13.0,153.0,117.0,0
0.478,0.35,23.0,13.1,257.0,130.0,1
0.527,0.4,9.0,8.4,196.0,119.0,1
0.443,0.286,21.0,9.9,134.0,115.0,1
0.422,0.182,15.0,10.0,180.0,104.0,0
0.472,0.36,14.0,14.7,147.0,111.0,0
0.449,0.415,17.0,16.2,187.0,129.0,0
0.44,0.275,18.0,5.0,168.0,142.0,1
0.506,0.478,20.0,15.2,210.0,112.0,1
0.397,0.148,23.0,14.7,250.0,101.0,1
0.416,0.382,23.0,6.5,190.0,137.0,1
0.541,0.458,41.0,14.8,260.0,127.0,0
0.438,0.259,25.0,8.8,159.0,127.0,1
0.477,0.346,24.0,13.2,181.0,144.0,0
0.449,0.296,11.0,9.3,122.0,122.0,0
0.457,0.351,19.0,8.9,142.0,122.0,1
0.536,0.387,6.0,9.8,300.0,135.0,1
0.42,0.37,13.0,10.4,123.0,116.0,1
0.421,0.355,25.0,12.7,139.0,135.0,0
0.535,0.433,15.0,8.5,175.0,135.0,0
0.305,0.235,24.0,5.2,169.0,137.0,0
0.451,0.316,18.0,10.6,124.0,122.0,1
0.405,0.35,23.0,14.8,129.0,125.0,0
0.5,0.357,19.0,19.5,228.0,123.0,1
0.494,0.378,21.0,13.2,136.0,126.0,1
0.418,0.37,20.0,12.1,161.0,120.0,0
0.413,0.3,16.0,13.5,175.0,111.0,0
0.388,0.341,19.0,14.9,131.0,111.0,0
0.429,0.321,21.0,9.4,164.0,139.0,0
0.419,0.344,19.0,11.8,140.0,115.0,1
0.418,0.32,13.0,12.2,148.0,134.0,1
0.379,0.211,13.0,6.4,207.0,108.0,0
0.544,0.439,19.0,13.0,237.0,120.0,1
0.452,0.344,17.0,12.8,134.0,100.0,1
0.425,0.318,31.0,7.3,221.0,130.0,1
0.48,0.286,19.0,16.3,161.0,111.0,1
0.446,0.185,20.0,9.6,135.0,108.0,1
0.488,0.414,11.0,10.4,231.0,115.0,0
0.407,0.4,20.0,7.4,125.0,105.0,1
0.505,0.4,26.0,10.3,205.0,132.0,0
0.452,0.444,14.0,9.8,300.0,116.0,1
0.386,0.385,18.0,15.4,135.0,102.0,0
0.398,0.231,28.0,15.2,132.0,113.0,1
0.352,0.343,12.0,11.0,127.0,126.0,1
0.544,0.379,9.0,8.5,161.0,135.0,0
0.358,0.265,11.0,9.7,226.0,127.0,1
0.516,0.595,24.0,10.2,189.0,132.0,1
0.495,0.41,9.0,17.7,138.0,124.0,1
0.444,0.297,38.0,11.4,250.0,110.0,1
0.456,0.316,18.0,16.9,125.0,119.0,1
0.553,0.565,8.0,15.7,149.0,122.0,0
0.548,0.444,24.0,8.6,300.0,128.0,0
0.396,0.354,13.0,10.4,131.0,125.0,1
0.453,0.468,8.0,11.5,251.0,126.0,0
0.312,0.229,21.0,10.3,143.0,98.0,0
0.425,0.346,24.0,14.5,130.0,123.0,0
0.5,0.52,28.0,18.1,171.0,130.0,0
0.482,0.457,15.0,10.6,239.0,141.0,1
0.472,0.391,19.0,7.4,154.0,115.0,1
0.425,0.279,10.0,11.4,134.0,118.0,1
0.506,0.414,26.0,10.0,227.0,143.0,0
0.368,0.286,23.0,11.4,155.0,122.0,0
0.469,0.36,13.0,8.7,180.0,111.0,1
0.422,0.156,15.0,10.3,169.0,97.0,0
0.481,0.364,16.0,13.1,151.0,125.0,0
0.436,0.257,21.0,5.8,155.0,117.0,1
0.476,0.25,10.0,18.2,129.0,109.0,0
0.476,0.409,15.0,17.4,161.0,108.0,1
0.451,0.417,20.0,20.4,137.0,110.0,1
0.471,0.366,14.0,17.0,147.0,120.0,1
0.421,0.263,16.0,12.8,142.0,106.0,0
0.417,0.389,24.0,10.8,166.0,112.0,1
0.466,0.324,21.0,5.0,180.0,120.0,1
0.36,0.269,23.0,13.7,131.0,122.0,0
0.402,0.306,17.0,10.3,141.0,127.0,1
0.489,0.467,15.0,9.3,175.0,110.0,1
0.449,0.476,19.0,13.0,156.0,112.0,1
0.438,0.273,12.0,7.5,143.0,124.0,0
0.511,0.5,12.0,12.2,160.0,126.0,1
0.477,0.333,19.0,11.7,177.0,139.0,0
0.404,0.281,16.0,11.1,155.0,115.0,1
0.469,0.29,19.0,7.7,161.0,116.0,0
0.481,0.3,25.0,17.5,137.0,121.0,0
0.553,0.444,14.0,9.7,230.0,123.0,0
0.556,0.415,18.0,12.9,174.0,112.0,0
0.521,0.462,11.0,12.4,158.0,114.0,0
0.533,0.444,11.0,11.7,274.0,95.0,1
0.5,0.29,25.0,4.5,178.0,136.0,1
0.472,0.478,26.0,10.6,175.0,132.0,1
0.576,0.462,22.0,10.4,198.0,115.0,1
0.529,0.4,15.0,12.9,140.0,119.0,1
0.465,0.357,22.0,6.6,184.0,117.0,1
0.443,0.323,19.0,12.0,165.0,130.0,0
0.455,0.414,23.0,9.8,169.0,131.0,1
0.389,0.333,30.0,7.8,246.0,123.0,0
0.585,0.45,21.0,13.6,161.0,134.0,0
0.416,0.351,15.0,12.4,207.0,142.0,1
0.443,0.439,17.0,10.8,161.0,126.0,1
0.373,0.4,15.0,10.7,252.0,131.0,1
0.455,0.389,9.0,16.8,139.0,103.0,0
0.435,0.444,16.0,12.1,148.0,146.0,0
0.512,0.484,31.0,13.1,166.0,122.0,1
0.416,0.25,10.0,9.5,191.0,110.0,1
0.446,0.448,15.0,10.7,136.0,113.0,0
0.438,0.536,14.0,9.2,158.0,116.0,1
0.432,0.333,17.0,15.7,300.0,122.0,0
0.452,0.316,20.0,13.1,183.0,125.0,0
0.45,0.286,16.0,10.0,159.0,118.0,1
0.468,0.429,10.0,13.0,193.0,116.0,1
0.42,0.346,19.0,12.5,206.0,98.0,1
0.413,0.364,32.0,10.7,136.0,116.0,1
0.425,0.2,20.0,7.9,153.0,112.0,0
0.425,0.281,13.0,13.9,250.0,116.0,1
0.418,0.242,16.0,12.9,219.0,115.0,0
0.489,0.406,26.0,8.5,156.0,123.0,1
0.463,0.308,23.0,14.9,195.0,110.0,1
0.447,0.357,23.0,7.0,185.0,121.0,1
0.532,0.371,15.0,20.0,179.0,128.0,1
0.549,0.393,24.0,17.2,229.0,114.0,1
0.367,0.357,22.0,16.6,147.0,123.0,0
0.341,0.179,14.0,5.1,197.0,105.0,1
0.43,0.364,16.0,8.7,165.0,114.0,1
0.533,0.414,15.0,13.3,200.0,122.0,0
0.424,0.172,16.0,11.2,156.0,100.0,0
0.461,0.29,9.0,11.2,203.0,133.0,1
0.384,0.333,25.0,12.6,138.0,133.0,0
0.516,0.462,9.0,9.4,169.0,99.0,1
0.48,0.429,25.0,13.1,155.0,121.0,1
0.473,0.216,25.0,14.5,154.0,122.0,0
0.472,0.407,16.0,10.0,149.0,131.0,1
0.506,0.371,23.0,11.8,154.0,127.0,1
0.455,0.462,21.0,15.0,139.0,143.0,0
0.471,0.25,22.0,13.9,203.0,120.0,0
0.467,0.441,7.0,14.2,147.0,121.0,1
0.4,0.355,14.0,20.4,218.0,122.0,0
0.567,0.345,12.0,12.3,165.0,113.0,1
0.423,0.359,14.0,12.5,157.0,118.0,1
0.465,0.448,21.0,10.8,233.0,123.0,0
0.384,0.327,15.0,5.9,186.0,140.0,1
0.507,0.407,31.0,9.5,232.0,141.0,0
0.422,0.344,17.0,13.7,147.0,96.0,0
0.583,0.3,16.0,19.5,148.0,125.0,1
0.528,0.515,29.0,18.7,242.0,120.0,0
0.427,0.314,14.0,11.0,147.0,121.0,0
0.471,0.318,20.0,12.8,166.0,103.0,1
0.366,0.208,28.0,10.0,145.0,129.0,0
0.366,0.263,19.0,13.3,127.0,122.0,0
0.47,0.448,26.0,15.1,185.0,110.0,1
0.405,0.38,15.0,8.0,220.0,123.0,1
0.494,0.258,28.0,7.5,161.0,136.0,1
0.473,0.37,13.0,14.3,200.0,106.0,1
0.327,0.233,15.0,9.2,129.0,115.0,0
0.527,0.48,11.0,8.2,164.0,107.0,1
0.511,0.318,21.0,6.3,188.0,136.0,0
0.494,0.348,16.0,19.0,175.0,102.0,1
0.421,0.375,23.0,8.5,222.0,130.0,1
0.534,0.5,22.0,8.3,245.0,114.0,1
0.571,0.476,18.0,15.4,223.0,93.0,1
0.462,0.333,22.0,6.1,165.0,144.0,0
0.471,0.438,35.0,10.2,154.0,117.0,0
0.413,0.344,31.0,7.0,225.0,131.0,0
0.507,0.542,21.0,14.8,192.0,129.0,1
0.387,0.371,11.0,15.8,149.0,112.0,0
0.481,0.351,14.0,13.1,169.0,139.0,0
0.387,0.16,20.0,8.0,134.0,122.0,0
0.351,0.156,20.0,7.5,177.0,109.0,1
0.4,0.387,22.0,13.1,134.0,117.0,1
0.483,0.472,6.0,13.3,131.0,122.0,1
0.511,0.405,17.0,9.4,200.0,110.0,1
0.365,0.269,28.0,5.6,140.0,122.0,0
0.434,0.321,24.0,13.4,189.0,110.0,1
0.414,0.294,22.0,8.3,178.0,105.0,1
0.437,0.417,24.0,13.2,172.0,113.0,1
0.447,0.273,15.0,11.1,135.0,124.0,1
0.422,0.19,16.0,12.9,155.0,110.0,1
0.442,0.267,23.0,15.9,150.0,117.0,0
0.471,0.422,14.0,12.9,171.0,115.0,0
0.458,0.5,13.0,11.8,153.0,110.0,0
0.571,0.478,7.0,15.9,166.0,101.0,1
0.463,0.382,16.0,10.6,175.0,136.0,0
0.55,0.364,12.0,15.7,145.0,116.0,1
0.465,0.429,26.0,10.7,181.0,126.0,1
0.563,0.476,18.0,22.8,215.0,114.0,1
0.438,0.306,18.0,13.2,175.0,108.0,1
0.545,0.5,22.0,9.1,180.0,121.0,0
0.512,0.4,19.0,10.7,250.0,108.0,0
0.552,0.433,15.0,11.1,160.0,120.0,0
0.333,0.306,16.0,13.8,137.0,115.0,1
0.415,0.28,25.0,13.6,127.0,122.0,0
0.461,0.222,11.0,6.9,166.0,124.0,1
0.495,0.488,10.0,7.3,160.0,134.0,1
0.443,0.222,10.0,5.1,148.0,118.0,1
0.484,0.366,13.0,11.6,157.0,111.0,0
0.462,0.415,12.0,5.7,159.0,143.0,1
0.44,0.27,23.0,16.6,300.0,116.0,1
0.484,0.474,13.0,8.1,220.0,104.0,0
0.368,0.212,15.0,13.3,127.0,138.0,1
0.464,0.349,26.0,13.0,150.0,125.0,0
0.471,0.387,16.0,11.3,157.0,120.0,0
0.414,0.361,15.0,15.3,163.0,106.0,1
0.37,0.423,16.0,11.6,268.0,132.0,1
0.407,0.297,27.0,12.4,230.0,119.0,0
0.364,0.222,34.0,8.6,231.0,128.0,1
0.552,0.424,13.0,11.8,155.0,134.0,1
0.517,0.429,21.0,13.0,178.0,143.0,0
0.49,0.3,10.0,12.5,180.0,124.0,1
0.398,0.333,16.0,11.7,200.0,112.0,1
0.472,0.432,17.0,7.6,214.0,127.0,1
0.667,0.455,8.0,16.1,173.0,117.0,0
0.488,0.345,14.0,11.6,185.0,108.0,1
0.418,0.261,17.0,10.5,200.0,116.0,1
0.398,0.355,21.0,8.7,196.0,125.0,0
0.438,0.459,19.0,11.7,166.0,125.0,1
0.488,0.348,12.0,16.8,146.0,115.0,1
0.494,0.459,18.0,15.2,184.0,112.0,0
0.483,0.379,10.0,7.7,250.0,98.0,1
0.383,0.263,28.0,8.5,150.0,99.0,1
0.461,0.241,12.0,15.3,121.0,112.0,0
0.353,0.297,19.0,8.8,124.0,124.0,0
0.46,0.457,11.0,14.8,226.0,136.0,1
0.429,0.344,21.0,13.2,300.0,130.0,0
0.488,0.357,18.0,15.4,157.0,127.0,1
0.436,0.385,20.0,16.0,126.0,117.0,0
0.518,0.447,16.0,13.9,163.0,125.0,1
0.523,0.5,17.0,12.7,145.0,107.0,1
0.449,0.318,13.0,14.1,140.0,116.0,0
0.384,0.273,15.0,9.9,135.0,107.0,1
0.402,0.406,14.0,11.2,149.0,127.0,1
0.482,0.433,5.0,20.2,144.0,110.0,1
0.455,0.393,21.0,12.5,172.0,108.0,0
0.374,0.306,21.0,10.3,123.0,115.0,0
0.495,0.467,12.0,10.2,178.0,123.0,1
0.43,0.294,13.0,20.8,168.0,133.0,0
0.494,0.474,20.0,13.1,152.0,132.0,0
0.439,0.3,14.0,12.3,143.0,123.0,0
0.447,0.412,10.0,13.1,171.0,102.0,1
0.405,0.4,22.0,16.3,147.0,130.0,0
0.372,0.378,15.0,16.8,131.0,114.0,0
0.455,0.444,19.0,8.4,170.0,130.0,0
0.505,0.393,9.0,15.7,155.0,86.0,0
0.549,0.455,21.0,14.1,169.0,120.0,0
0.488,0.406,17.0,13.5,137.0,114.0,0
0.584,0.556,13.0,14.1,300.0,119.0,0
0.424,0.286,12.0,11.6,176.0,119.0,1
0.418,0.316,9.0,14.0,179.0,140.0,0
0.452,0.357,29.0,16.6,155.0,133.0,0
0.4,0.351,29.0,8.6,300.0,129.0,1
0.506,0.423,15.0,10.3,153.0,137.0,0
0.388,0.219,20.0,14.3,157.0,102.0,1
0.429,0.432,15.0,12.4,253.0,149.0,0
0.4,0.219,16.0,14.0,128.0,102.0,1
0.543,0.455,14.0,12.8,150.0,128.0,0
0.531,0.433,15.0,14.3,127.0,110.0,0
0.424,0.214,23.0,9.3,146.0,112.0,0
0.443,0.357,18.0,11.4,147.0,117.0,0
0.494,0.476,24.0,18.5,200.0,109.0,1
0.532,0.455,8.0,16.2,163.0,127.0,0
0.556,0.441,14.0,7.3,242.0,120.0,1
0.536,0.5,17.0,8.8,227.0,120.0,0
0.451,0.423,17.0,16.7,164.0,99.0,1
0.481,0.36,21.0,12.6,150.0,115.0,0
0.539,0.387,21.0,15.6,165.0,123.0,0
0.473,0.452,16.0,9.0,169.0,120.0,1
0.516,0.412,26.0,20.6,156.0,104.0,1
0.398,0.35,8.0,8.4,136.0,97.0,0
0.446,0.357,20.0,19.5,155.0,119.0,0
0.443,0.263,25.0,14.8,123.0,115.0,1
0.532,0.414,26.0,9.7,200.0,120.0,0
0.461,0.324,19.0,12.9,141.0,121.0,1
0.447,0.311,15.0,12.9,194.0,95.0,1
0.424,0.333,29.0,10.0,208.0,139.0,0
0.563,0.559,17.0,20.0,268.0,119.0,1
0.509,0.419,7.0,13.3,137.0,109.0,1
0.567,0.3,20.0,7.2,170.0,117.0,1
0.438,0.333,22.0,15.1,173.0,112.0,1
0.476,0.395,12.0,10.9,159.0,127.0,0
0.527,0.429,12.0,9.1,172.0,129.0,1
0.416,0.308,12.0,10.0,300.0,128.0,0
0.518,0.318,21.0,15.9,218.0,105.0,1
0.436,0.458,11.0,13.6,147.0,113.0,1
0.354,0.2,25.0,11.4,144.0,113.0,0
0.493,0.263,17.0,12.2,163.0,109.0,1
0.505,0.348,19.0,11.8,166.0,108.0,1
0.477,0.31,26.0,11.9,168.0,113.0,1
0.351,0.302,11.0,8.8,142.0,133.0,0
0.506,0.478,26.0,9.1,300.0,129.0,1
0.46,0.259,21.0,12.3,130.0,120.0,1
0.443,0.206,17.0,7.7,238.0,131.0,1
0.358,0.167,18.0,10.6,146.0,128.0,0
0.477,0.4,21.0,18.3,174.0,115.0,1
0.531,0.52,24.0,18.5,149.0,117.0,1
0.425,0.226,12.0,12.0,132.0,120.0,1
0.488,0.395,15.0,13.8,218.0,121.0,0
0.385,0.357,25.0,9.5,241.0,111.0,1
0.453,0.278,22.0,9.3,213.0,125.0,0
0.513,0.423,11.0,16.2,161.0,112.0,1
0.451,0.407,22.0,18.8,173.0,127.0,0
0.485,0.423,16.0,17.2,145.0,120.0,0
0.593,0.533,17.0,13.4,156.0,126.0,0
0.421,0.24,21.0,14.5,129.0,116.0,0
0.44,0.2,20.0,13.9,157.0,112.0,1
0.463,0.359,15.0,13.0,173.0,123.0,1
0.424,0.314,17.0,10.7,206.0,130.0,0
0.398,0.231,15.0,7.2,300.0,130.0,0
0.463,0.4,16.0,8.9,183.0,97.0,0
0.388,0.278,15.0,15.2,137.0,117.0,0
0.402,0.359,20.0,9.3,176.0,143.0,1
0.337,0.316,14.0,10.6,141.0,110.0,0
0.489,0.423,8.0,9.5,225.0,112.0,0
0.391,0.179,10.0,14.0,115.0,108.0,1
0.392,0.4,28.0,8.9,181.0,122.0,0
0.512,0.391,13.0,11.7,170.0,126.0,1
0.455,0.35,16.0,9.1,162.0,119.0,1
0.379,0.211,18.0,14.3,156.0,98.0,1
0.449,0.318,26.0,11.9,279.0,132.0,0
0.466,0.333,23.0,9.2,172.0,127.0,1
0.556,0.448,32.0,14.5,158.0,114.0,0
0.512,0.3,14.0,16.1,166.0,137.0,1
0.39,0.235,14.0,13.2,154.0,117.0,0
0.596,0.5,16.0,5.8,179.0,130.0,1
0.436,0.313,12.0,13.1,229.0,102.0,0
0.471,0.341,26.0,12.2,156.0,118.0,1
0.475,0.267,32.0,9.3,208.0,111.0,1
0.526,0.458,15.0,17.4,238.0,111.0,1
0.464,0.393,12.0,13.5,150.0,115.0,1
0.407,0.371,26.0,9.6,246.0,97.0,1
0.494,0.3,16.0,9.2,206.0,105.0,0
0.398,0.323,28.0,10.8,142.0,143.0,0
0.42,0.345,24.0,16.2,300.0,137.0,1
0.433,0.414,21.0,6.5,200.0,115.0,1
0.5,0.367,31.0,10.3,222.0,116.0,1
0.436,0.261,22.0,10.7,167.0,109.0,1
0.542,0.333,9.0,12.1,157.0,113.0,0
0.435,0.267,19.0,12.9,138.0,111.0,1
0.5,0.436,8.0,11.8,152.0,100.0,0
0.561,0.667,20.0,9.8,174.0,114.0,0
0.458,0.206,8.0,3.8,149.0,129.0,1
0.426,0.25,17.0,13.9,176.0,106.0,1
0.465,0.432,4.0,19.3,134.0,90.0,1
0.374,0.269,17.0,8.5,151.0,109.0,1
0.398,0.373,11.0,8.8,137.0,123.0,0
0.446,0.24,14.0,17.3,127.0,108.0,0
0.561,0.55,12.0,12.7,300.0,112.0,0
0.482,0.5,15.0,14.2,228.0,128.0,0
0.544,0.45,16.0,11.6,162.0,112.0,0
0.549,0.5,31.0,10.1,196.0,142.0,1
0.371,0.258,13.0,6.8,210.0,104.0,0
0.5,0.4,19.0,12.2,219.0,117.0,0
0.413,0.333,24.0,11.8,193.0,106.0,0
0.414,0.382,13.0,5.2,232.0,131.0,0
0.51,0.349,10.0,12.1,166.0,115.0,0
0.444,0.286,19.0,10.6,153.0,96.0,0
0.506,0.406,3.0,16.1,165.0,120.0,0
0.511,0.4,15.0,14.4,160.0,113.0,1
0.402,0.167,14.0,12.2,155.0,133.0,0
0.461,0.378,19.0,12.5,191.0,119.0,0
0.469,0.344,18.0,14.2,168.0,128.0,1
0.456,0.154,25.0,11.4,164.0,125.0,0
0.402,0.286,12.0,16.2,147.0,123.0,0
0.494,0.28,23.0,18.8,170.0,113.0,0
0.429,0.341,18.0,11.2,147.0,116.0,0
0.506,0.353,14.0,9.9,155.0,129.0,0
0.468,0.421,18.0,11.8,158.0,123.0,0
0.413,0.333,27.0,10.9,167.0,114.0,0
0.467,0.3,17.0,7.2,185.0,145.0,1
0.472,0.357,15.0,10.8,244.0,126.0,1
0.386,0.438,17.0,19.0,115.0,121.0,0
0.338,0.238,19.0,16.9,124.0,95.0,1
0.488,0.5,18.0,12.0,177.0,112.0,1
0.425,0.286,20.0,17.5,125.0,124.0,0
0.512,0.324,13.0,14.9,193.0,116.0,1
0.443,0.391,6.0,15.2,226.0,124.0,0
0.415,0.474,23.0,8.6,158.0,108.0,0
0.443,0.423,10.0,12.1,139.0,108.0,1
0.438,0.391,14.0,7.5,188.0,128.0,0
0.519,0.378,11.0,17.8,156.0,126.0,0
0.532,0.304,7.0,10.5,161.0,109.0,0
0.479,0.577,15.0,14.1,152.0,105.0,1
0.488,0.533,26.0,13.0,180.0,116.0,1
0.528,0.343,24.0,11.4,211.0,114.0,0
0.45,0.378,10.0,17.4,140.0,112.0,0
0.605,0.522,20.0,13.2,158.0,108.0,1
0.519,0.417,20.0,15.3,137.0,121.0,1
0.573,0.563,13.0,14.6,171.0,109.0,0
0.551,0.542,11.0,15.1,182.0,102.0,1
0.457,0.313,20.0,8.8,130.0,116.0,1
0.448,0.514,16.0,9.5,156.0,138.0,0
0.477,0.323,19.0,8.4,207.0,112.0,0
0.371,0.182,19.0,13.0,200.0,107.0,1
0.49,0.344,17.0,13.7,148.0,128.0,1
0.447,0.235,17.0,5.4,160.0,127.0,0
0.455,0.524,16.0,14.9,188.0,105.0,0
0.441,0.333,16.0,11.9,145.0,110.0,1
0.441,0.387,23.0,8.7,206.0,123.0,0
0.462,0.238,8.0,9.4,170.0,130.0,1
0.494,0.267,29.0,13.8,185.0,128.0,1
0.43,0.333,15.0,8.8,153.0,110.0,1
0.396,0.235,23.0,9.7,149.0,114.0,1
0.477,0.365,16.0,12.6,155.0,100.0,0
0.433,0.281,23.0,3.5,221.0,128.0,0
0.418,0.321,19.0,11.3,163.0,120.0,1
0.388,0.371,18.0,5.8,135.0,133.0,0
0.56,0.333,15.0,15.4,137.0,130.0,1
0.425,0.375,15.0,11.9,146.0,116.0,0
0.5,0.423,9.0,12.4,181.0,116.0,0
0.475,0.406,18.0,11.5,238.0,122.0,0
0.452,0.219,15.0,13.3,164.0,119.0,1
0.444,0.381,14.0,11.2,139.0,103.0,0
0.494,0.407,8.0,10.2,169.0,96.0,1
