fg%,3p%,ft,tov%,ortg_max,drtg_max,home
0.391,0.414,9.0,16.1,110.0,99.0,1
0.41,0.297,22.0,12.9,151.0,114.0,1
0.532,0.41,8.0,13.2,185.0,130.0,1
0.461,0.28,31.0,8.7,158.0,113.0,1
0.531,0.316,20.0,7.8,164.0,126.0,0
0.524,0.464,29.0,15.1,150.0,113.0,0
0.439,0.355,16.0,16.3,158.0,115.0,1
0.416,0.313,15.0,13.2,125.0,122.0,0
0.514,0.409,20.0,9.9,243.0,149.0,0
0.408,0.298,11.0,8.4,166.0,124.0,1
0.416,0.233,16.0,9.2,141.0,132.0,0
0.454,0.357,14.0,13.5,164.0,129.0,0
0.416,0.37,12.0,9.4,200.0,130.0,0
0.429,0.318,21.0,13.5,175.0,136.0,1
0.582,0.5,9.0,10.2,162.0,111.0,1
0.525,0.394,22.0,9.0,212.0,117.0,0
0.481,0.267,19.0,11.5,170.0,119.0,0
0.424,0.083,16.0,12.7,160.0,124.0,0
0.559,0.385,15.0,9.7,151.0,130.0,0
0.539,0.545,10.0,15.2,161.0,118.0,1
0.468,0.5,14.0,9.5,132.0,114.0,1
0.468,0.292,21.0,13.5,170.0,131.0,0
0.442,0.407,18.0,7.9,143.0,114.0,0
0.5,0.429,20.0,18.1,300.0,109.0,1
0.42,0.261,22.0,11.5,174.0,103.0,0
0.558,0.483,11.0,15.9,165.0,112.0,1
0.478,0.417,11.0,9.4,161.0,114.0,1
0.523,0.5,9.0,13.4,160.0,125.0,1
0.386,0.237,8.0,12.9,147.0,108.0,1
0.385,0.182,18.0,9.7,110.0,105.0,1
0.424,0.289,24.0,10.2,165.0,136.0,0
0.446,0.413,11.0,13.6,154.0,122.0,0
0.448,0.303,11.0,11.3,203.0,109.0,1
0.472,0.417,16.0,12.5,155.0,131.0,0
0.468,0.433,25.0,15.6,235.0,113.0,0
0.577,0.333,15.0,19.7,168.0,125.0,1
0.522,0.412,8.0,13.7,161.0,128.0,1
0.518,0.357,19.0,6.0,171.0,115.0,1
0.535,0.522,12.0,9.8,187.0,111.0,0
0.542,0.55,26.0,17.6,276.0,129.0,1
0.544,0.222,20.0,10.8,152.0,125.0,0
0.468,0.303,19.0,17.2,180.0,101.0,0
0.556,0.423,22.0,16.8,137.0,122.0,1
0.54,0.357,19.0,10.5,300.0,114.0,0
0.446,0.4,13.0,7.4,122.0,140.0,1
0.455,0.333,9.0,18.2,149.0,107.0,1
0.527,0.35,14.0,10.5,183.0,132.0,0
0.483,0.353,23.0,10.8,213.0,113.0,0
0.439,0.333,14.0,10.0,180.0,147.0,0
0.383,0.208,21.0,7.0,159.0,102.0,1
0.494,0.412,16.0,13.6,166.0,117.0,1
0.453,0.323,24.0,5.7,218.0,135.0,0
0.347,0.25,16.0,11.0,174.0,129.0,0
0.494,0.423,15.0,14.0,158.0,115.0,1
0.382,0.226,10.0,12.9,200.0,120.0,1
0.548,0.429,15.0,10.6,192.0,115.0,0
0.391,0.357,9.0,11.3,124.0,123.0,0
0.482,0.333,17.0,14.9,200.0,93.0,1
0.449,0.316,17.0,7.5,151.0,126.0,1
0.4,0.25,20.0,16.4,163.0,126.0,0
0.449,0.378,14.0,5.4,284.0,141.0,0
0.433,0.286,16.0,11.7,121.0,139.0,1
0.488,0.276,12.0,14.9,220.0,115.0,1
0.487,0.385,11.0,16.0,150.0,127.0,1
0.371,0.211,21.0,11.5,155.0,115.0,0
0.406,0.316,24.0,18.0,181.0,126.0,1
0.356,0.167,15.0,9.1,147.0,117.0,0
0.432,0.257,13.0,16.2,159.0,133.0,0
0.533,0.438,12.0,11.6,167.0,132.0,1
0.471,0.483,11.0,13.4,163.0,96.0,0
0.459,0.413,16.0,11.6,151.0,121.0,0
0.467,0.2,9.0,10.4,300.0,115.0,1
0.521,0.333,18.0,12.7,170.0,123.0,0
0.447,0.35,31.0,8.8,166.0,126.0,1
0.457,0.3,11.0,9.2,208.0,101.0,1
0.476,0.355,7.0,11.9,169.0,122.0,0
0.408,0.286,17.0,16.5,159.0,102.0,0
0.5,0.458,23.0,14.4,206.0,119.0,0
0.442,0.487,17.0,8.6,169.0,117.0,1
0.462,0.314,10.0,9.2,300.0,137.0,0
0.447,0.333,22.0,15.2,144.0,126.0,1
0.468,0.308,16.0,14.6,159.0,102.0,1
0.439,0.433,7.0,17.2,126.0,126.0,0
0.455,0.353,21.0,8.4,186.0,125.0,0
0.447,0.316,16.0,8.8,181.0,128.0,1
0.388,0.2,14.0,13.0,126.0,107.0,1
0.532,0.433,14.0,11.3,150.0,117.0,1
0.446,0.263,17.0,8.9,162.0,99.0,1
0.4,0.31,15.0,12.3,200.0,112.0,1
0.442,0.368,26.0,9.9,174.0,130.0,0
0.344,0.25,19.0,15.6,127.0,113.0,0
0.463,0.375,25.0,15.9,147.0,117.0,1
0.481,0.483,11.0,15.3,154.0,121.0,1
0.48,0.429,9.0,15.7,149.0,128.0,1
0.573,0.481,13.0,14.5,149.0,134.0,0
0.476,0.39,15.0,10.1,193.0,120.0,0
0.473,0.286,25.0,16.4,250.0,105.0,0
0.383,0.29,20.0,13.2,222.0,119.0,0
0.524,0.4,12.0,15.4,166.0,131.0,0
0.505,0.45,26.0,9.3,160.0,114.0,1
0.473,0.25,19.0,8.0,207.0,110.0,0
0.484,0.316,27.0,12.1,190.0,114.0,0
0.494,0.351,14.0,17.9,250.0,133.0,0
0.561,0.476,17.0,9.0,200.0,122.0,1
0.373,0.313,22.0,12.4,142.0,118.0,0
0.377,0.2,29.0,12.3,124.0,114.0,1
0.388,0.292,12.0,10.0,157.0,106.0,0
0.605,0.4,24.0,8.7,173.0,108.0,0
0.471,0.308,11.0,10.5,200.0,134.0,0
0.525,0.35,27.0,16.5,178.0,124.0,0
0.426,0.258,22.0,6.6,166.0,134.0,0
0.4,0.367,17.0,13.3,132.0,121.0,0
0.452,0.375,35.0,11.3,159.0,128.0,1
0.4,0.355,10.0,7.9,166.0,108.0,0
0.432,0.343,10.0,15.2,148.0,126.0,0
0.427,0.3,20.0,15.9,206.0,104.0,1
0.477,0.419,21.0,9.9,152.0,141.0,1
0.397,0.318,12.0,15.5,121.0,107.0,1
0.533,0.484,25.0,14.5,174.0,124.0,1
0.524,0.346,17.0,17.4,157.0,113.0,1
0.354,0.194,13.0,8.0,170.0,123.0,0
0.5,0.457,24.0,12.2,175.0,123.0,0
0.398,0.267,20.0,6.4,177.0,135.0,0
0.407,0.259,19.0,10.8,138.0,108.0,0
0.43,0.25,30.0,6.7,136.0,115.0,1
0.45,0.333,17.0,18.8,279.0,121.0,1
0.547,0.394,16.0,12.1,164.0,117.0,0
0.5,0.333,17.0,15.9,157.0,116.0,1
0.53,0.429,18.0,17.7,185.0,116.0,0
0.42,0.381,15.0,8.6,282.0,126.0,1
0.46,0.308,16.0,17.1,156.0,123.0,0
0.468,0.455,15.0,18.1,186.0,107.0,1
0.535,0.44,22.0,12.3,171.0,134.0,0
0.458,0.286,27.0,11.8,151.0,126.0,0
0.49,0.459,15.0,7.8,159.0,116.0,1
0.483,0.318,22.0,14.7,300.0,108.0,1
0.391,0.3,16.0,6.4,178.0,126.0,0
0.448,0.4,16.0,16.1,170.0,121.0,0
0.433,0.188,22.0,14.3,134.0,126.0,0
0.457,0.391,16.0,9.8,243.0,148.0,0
0.549,0.469,16.0,11.6,200.0,118.0,0
0.517,0.296,17.0,13.2,200.0,100.0,0
0.461,0.364,21.0,9.0,162.0,106.0,1
0.506,0.25,19.0,10.1,153.0,116.0,1
0.4,0.31,22.0,9.7,245.0,127.0,1
0.484,0.263,18.0,14.1,210.0,122.0,1
0.494,0.457,10.0,12.2,228.0,123.0,0
0.429,0.483,26.0,11.2,170.0,123.0,1
0.444,0.343,10.0,14.4,151.0,121.0,1
0.446,0.324,15.0,7.5,230.0,101.0,1
0.595,0.44,19.0,12.7,232.0,129.0,1
0.385,0.263,19.0,11.1,147.0,119.0,0
0.576,0.5,16.0,6.0,267.0,118.0,1
0.44,0.273,16.0,9.8,148.0,140.0,0
0.48,0.25,11.0,9.6,172.0,127.0,0
0.429,0.471,14.0,9.4,152.0,109.0,0
0.474,0.357,9.0,14.1,209.0,115.0,1
0.539,0.45,15.0,16.4,157.0,102.0,1
0.409,0.25,16.0,11.3,173.0,128.0,1
0.565,0.452,25.0,16.2,166.0,130.0,0
0.526,0.393,17.0,18.1,203.0,115.0,1
0.435,0.4,14.0,16.9,200.0,116.0,0
0.429,0.333,13.0,15.6,152.0,123.0,1
0.422,0.276,28.0,13.3,137.0,108.0,0
0.432,0.387,29.0,15.0,154.0,109.0,0
0.476,0.474,19.0,11.3,155.0,85.0,1
0.372,0.302,27.0,9.8,137.0,110.0,1
0.494,0.545,18.0,13.7,145.0,107.0,1
0.412,0.375,15.0,7.0,210.0,121.0,0
0.444,0.37,21.0,16.8,159.0,111.0,1
0.598,0.444,21.0,10.5,200.0,133.0,0
0.553,0.458,23.0,12.7,233.0,122.0,1
0.494,0.278,29.0,12.7,154.0,131.0,1
0.36,0.395,6.0,4.6,119.0,119.0,0
0.481,0.31,11.0,15.0,204.0,106.0,1
0.433,0.383,18.0,9.2,149.0,113.0,1
0.593,0.571,20.0,15.3,250.0,116.0,1
0.481,0.125,9.0,15.9,204.0,135.0,0
0.523,0.381,10.0,9.5,141.0,121.0,1
0.524,0.371,16.0,10.4,157.0,130.0,0
0.456,0.438,20.0,11.7,144.0,143.0,1
0.482,0.25,28.0,16.1,250.0,136.0,1
0.5,0.522,25.0,13.7,217.0,125.0,0
0.47,0.412,26.0,12.9,167.0,137.0,0
0.39,0.333,16.0,8.2,227.0,124.0,0
0.518,0.463,15.0,9.0,244.0,124.0,1
0.475,0.45,11.0,18.7,155.0,110.0,0
0.352,0.222,22.0,15.4,113.0,123.0,1
0.392,0.393,36.0,10.9,193.0,115.0,1
0.37,0.366,22.0,13.2,216.0,126.0,1
0.429,0.3,11.0,17.3,207.0,86.0,1
0.416,0.219,29.0,8.5,175.0,118.0,0
0.39,0.31,19.0,11.2,208.0,112.0,1
0.488,0.343,17.0,13.0,240.0,147.0,0
0.483,0.476,23.0,8.9,142.0,124.0,1
0.412,0.211,24.0,10.7,128.0,132.0,0
0.379,0.242,24.0,12.7,158.0,122.0,0
0.396,0.323,12.0,12.0,173.0,100.0,0
0.429,0.3,9.0,9.4,193.0,106.0,0
0.396,0.261,20.0,13.6,244.0,103.0,0
0.419,0.35,21.0,11.2,180.0,106.0,0
0.528,0.333,14.0,10.8,232.0,99.0,1
0.407,0.179,11.0,15.4,200.0,115.0,0
0.513,0.447,17.0,14.5,241.0,117.0,0
0.465,0.4,22.0,11.0,185.0,118.0,1
0.5,0.472,12.0,13.3,204.0,137.0,0
0.411,0.077,22.0,8.5,118.0,104.0,0
0.43,0.414,15.0,9.7,300.0,156.0,0
0.449,0.296,14.0,16.3,147.0,118.0,1
0.437,0.413,18.0,13.3,169.0,127.0,0
0.529,0.48,25.0,10.7,169.0,124.0,1
0.408,0.297,33.0,11.6,151.0,126.0,0
0.488,0.304,18.0,9.4,170.0,114.0,1
0.42,0.368,18.0,11.2,147.0,120.0,0
0.351,0.261,15.0,19.8,128.0,123.0,0
0.398,0.318,17.0,10.9,125.0,123.0,0
0.46,0.375,17.0,9.5,165.0,99.0,1
0.466,0.467,17.0,16.9,156.0,125.0,0
0.458,0.414,8.0,15.9,152.0,113.0,1
0.53,0.441,22.0,12.5,194.0,130.0,0
0.419,0.378,20.0,13.1,150.0,111.0,0
0.517,0.435,18.0,6.7,181.0,128.0,1
0.388,0.25,25.0,11.0,142.0,135.0,0
0.453,0.372,11.0,7.3,173.0,97.0,1
0.495,0.267,11.0,12.5,204.0,120.0,0
0.488,0.29,20.0,12.7,197.0,120.0,0
0.404,0.303,28.0,10.4,146.0,131.0,1
0.494,0.5,24.0,12.2,169.0,121.0,0
0.393,0.333,16.0,12.5,231.0,127.0,0
0.378,0.308,9.0,10.4,232.0,110.0,1
0.44,0.419,19.0,12.8,155.0,128.0,1
0.404,0.244,14.0,14.3,132.0,118.0,1
0.425,0.391,18.0,18.0,226.0,121.0,0
0.479,0.316,15.0,15.7,162.0,126.0,1
0.444,0.304,21.0,14.5,132.0,122.0,1
0.388,0.394,14.0,9.4,123.0,110.0,0
0.352,0.2,12.0,12.9,204.0,127.0,0
0.485,0.426,8.0,10.3,149.0,115.0,0
0.5,0.444,11.0,7.6,205.0,109.0,0
0.425,0.286,21.0,11.5,200.0,99.0,1
0.404,0.375,18.0,7.4,137.0,102.0,1
0.442,0.435,23.0,18.8,148.0,110.0,1
0.413,0.25,13.0,6.6,163.0,116.0,1
0.523,0.45,10.0,9.9,193.0,112.0,0
0.564,0.429,30.0,12.9,167.0,112.0,1
0.549,0.368,16.0,14.1,269.0,119.0,0
0.439,0.346,32.0,11.5,152.0,126.0,1
0.468,0.474,18.0,12.8,160.0,124.0,0
0.566,0.4,27.0,9.2,163.0,133.0,1
0.439,0.389,21.0,9.2,169.0,114.0,1
0.526,0.467,33.0,11.1,167.0,124.0,0
0.537,0.533,16.0,14.1,159.0,120.0,1
0.513,0.565,24.0,15.3,300.0,103.0,0
0.406,0.222,24.0,9.5,200.0,128.0,0
0.389,0.147,30.0,11.1,137.0,125.0,1
0.505,0.31,18.0,7.0,147.0,128.0,1
0.444,0.28,15.0,5.7,193.0,115.0,0
0.369,0.259,17.0,13.9,109.0,110.0,0
0.375,0.324,16.0,9.3,300.0,128.0,1
0.523,0.423,20.0,12.6,200.0,110.0,1
0.46,0.349,10.0,9.5,166.0,124.0,0
0.519,0.467,14.0,13.8,158.0,130.0,0
0.5,0.36,23.0,10.4,159.0,120.0,0
0.481,0.286,13.0,16.6,202.0,117.0,0
0.543,0.545,6.0,11.7,152.0,122.0,1
0.333,0.222,12.0,12.2,300.0,100.0,0
0.488,0.261,9.0,16.6,125.0,123.0,1
0.372,0.286,14.0,8.0,171.0,111.0,1
0.37,0.28,15.0,16.2,119.0,103.0,0
0.351,0.296,15.0,14.2,154.0,89.0,1
0.471,0.281,16.0,12.0,175.0,128.0,1
0.469,0.382,12.0,9.7,229.0,136.0,1
0.409,0.28,10.0,9.6,144.0,110.0,0
0.404,0.368,17.0,13.1,151.0,130.0,1
0.494,0.348,10.0,10.0,141.0,127.0,0
0.482,0.364,28.0,13.1,142.0,118.0,0
0.566,0.5,15.0,18.0,177.0,121.0,1
0.429,0.282,12.0,9.1,165.0,120.0,1
0.407,0.276,32.0,5.9,150.0,113.0,0
0.55,0.36,21.0,7.0,246.0,131.0,1
0.568,0.423,16.0,14.6,158.0,126.0,0
0.434,0.31,9.0,9.3,182.0,126.0,1
0.337,0.265,24.0,11.5,241.0,124.0,0
0.477,0.423,11.0,12.9,226.0,125.0,1
0.577,0.5,12.0,10.5,200.0,115.0,0
0.43,0.303,20.0,11.0,152.0,107.0,1
0.476,0.375,17.0,13.9,138.0,112.0,1
0.519,0.344,19.0,14.3,185.0,118.0,1
0.432,0.323,18.0,4.8,158.0,113.0,0
0.459,0.357,17.0,7.6,245.0,136.0,0
0.398,0.333,9.0,12.6,164.0,126.0,1
0.519,0.303,21.0,9.2,163.0,125.0,0
0.457,0.3,16.0,11.4,172.0,124.0,0
0.457,0.459,15.0,11.8,144.0,123.0,0
0.615,0.523,9.0,6.7,245.0,116.0,1
0.495,0.5,10.0,6.5,174.0,109.0,0
0.352,0.273,20.0,12.3,133.0,102.0,1
0.429,0.36,17.0,12.2,129.0,107.0,1
0.516,0.514,11.0,10.1,187.0,127.0,1
0.488,0.286,15.0,14.7,160.0,106.0,1
0.471,0.345,12.0,10.7,154.0,126.0,1
0.468,0.387,11.0,15.7,130.0,122.0,1
0.44,0.111,17.0,17.5,129.0,118.0,0
0.487,0.333,23.0,12.6,209.0,116.0,1
0.412,0.242,28.0,10.6,138.0,116.0,0
0.433,0.415,20.0,10.7,171.0,98.0,1
0.468,0.414,14.0,11.4,233.0,109.0,1
0.563,0.571,17.0,16.7,195.0,117.0,1
0.495,0.261,15.0,11.5,213.0,119.0,0
0.451,0.292,17.0,10.0,172.0,117.0,0
0.494,0.342,13.0,10.6,166.0,124.0,0
0.443,0.405,23.0,11.2,238.0,114.0,1
0.476,0.391,13.0,16.5,149.0,103.0,0
0.47,0.25,27.0,15.3,122.0,107.0,0
0.453,0.319,17.0,8.7,238.0,118.0,0
0.511,0.548,23.0,13.0,166.0,128.0,0
0.402,0.278,9.0,17.9,200.0,110.0,1
0.471,0.3,24.0,9.0,186.0,108.0,0
0.537,0.475,18.0,7.9,227.0,131.0,0
0.44,0.438,18.0,10.6,252.0,117.0,0
0.543,0.476,16.0,17.7,203.0,107.0,1
0.547,0.486,21.0,11.8,172.0,137.0,0
0.449,0.161,19.0,12.0,155.0,106.0,0
0.407,0.286,23.0,16.2,200.0,116.0,1
0.414,0.323,11.0,14.3,300.0,119.0,0
0.531,0.364,11.0,11.3,170.0,147.0,1
0.488,0.324,19.0,9.4,200.0,119.0,1
0.433,0.35,17.0,8.6,156.0,94.0,0
0.451,0.222,25.0,16.0,149.0,107.0,1
0.446,0.424,21.0,19.0,279.0,114.0,0
0.451,0.353,20.0,10.6,163.0,111.0,1
0.448,0.267,8.0,13.8,221.0,122.0,0
0.44,0.308,10.0,13.2,144.0,115.0,1
0.409,0.375,12.0,11.2,224.0,132.0,0
0.408,0.296,25.0,16.5,200.0,124.0,1
0.506,0.387,23.0,8.2,142.0,120.0,0
0.479,0.367,7.0,9.2,223.0,127.0,0
0.361,0.2,12.0,10.4,117.0,109.0,0
0.524,0.406,28.0,16.6,148.0,115.0,0
0.404,0.283,19.0,8.8,147.0,119.0,1
0.464,0.382,20.0,13.5,188.0,117.0,0
0.531,0.421,20.0,10.7,163.0,116.0,0
0.4,0.306,25.0,7.8,201.0,121.0,0
0.356,0.267,14.0,11.9,198.0,128.0,0
0.464,0.421,15.0,14.2,156.0,135.0,0
0.468,0.378,11.0,16.0,162.0,101.0,1
0.547,0.471,14.0,7.7,238.0,109.0,0
0.363,0.293,8.0,15.6,141.0,113.0,1
0.451,0.31,15.0,10.6,159.0,128.0,0
0.418,0.311,22.0,16.6,125.0,121.0,1
0.44,0.357,15.0,15.9,125.0,105.0,0
0.551,0.467,14.0,14.8,142.0,134.0,0
0.494,0.394,22.0,15.3,157.0,121.0,0
0.435,0.25,9.0,12.5,153.0,119.0,1
0.442,0.351,11.0,17.8,153.0,108.0,0
0.559,0.421,3.0,9.5,146.0,143.0,1
0.523,0.348,12.0,9.4,147.0,117.0,0
0.533,0.263,14.0,17.0,134.0,111.0,0
0.421,0.237,9.0,12.3,157.0,122.0,1
0.326,0.242,11.0,14.2,104.0,133.0,0
0.417,0.316,11.0,10.6,166.0,112.0,0
0.551,0.483,24.0,13.4,233.0,123.0,1
0.483,0.412,15.0,6.9,196.0,122.0,1
0.44,0.324,13.0,11.6,155.0,119.0,1
0.434,0.303,14.0,15.8,146.0,110.0,0
0.446,0.386,11.0,9.2,181.0,118.0,1
0.558,0.5,18.0,14.9,177.0,114.0,0
0.391,0.267,12.0,10.5,204.0,126.0,1
0.48,0.259,34.0,16.4,200.0,103.0,1
0.463,0.417,22.0,12.3,200.0,100.0,0
0.383,0.314,19.0,9.0,185.0,123.0,0
0.476,0.333,11.0,12.7,136.0,112.0,1
0.518,0.471,15.0,11.6,174.0,118.0,1
0.47,0.441,17.0,9.2,210.0,128.0,1
0.452,0.303,16.0,8.9,154.0,128.0,1
0.473,0.25,23.0,7.9,206.0,95.0,1
0.451,0.269,25.0,13.3,175.0,109.0,1
0.522,0.419,19.0,13.7,179.0,131.0,0
0.43,0.24,22.0,13.2,143.0,108.0,0
0.462,0.231,7.0,11.9,170.0,132.0,1
0.436,0.323,13.0,14.8,160.0,108.0,0
0.354,0.353,13.0,16.7,241.0,122.0,1
0.466,0.25,19.0,6.6,200.0,118.0,1
0.387,0.192,14.0,7.3,116.0,93.0,1
0.473,0.344,9.0,9.4,200.0,125.0,1
0.456,0.333,24.0,9.0,185.0,113.0,0
0.458,0.348,28.0,12.3,144.0,115.0,0
0.384,0.371,18.0,13.3,200.0,121.0,0
0.466,0.292,26.0,12.7,200.0,134.0,1
0.477,0.429,23.0,14.0,300.0,135.0,1
0.443,0.3,11.0,8.7,200.0,128.0,0
0.5,0.429,23.0,14.1,151.0,124.0,0
0.448,0.414,10.0,13.2,209.0,109.0,0
0.37,0.222,20.0,10.5,148.0,97.0,1
0.5,0.441,22.0,13.6,163.0,124.0,0
0.378,0.205,15.0,15.0,113.0,121.0,0
0.433,0.2,15.0,15.3,155.0,113.0,0
0.486,0.5,24.0,15.1,167.0,128.0,0
0.459,0.378,15.0,9.3,250.0,140.0,0
0.429,0.3,21.0,18.6,134.0,96.0,1
0.527,0.522,14.0,13.6,157.0,97.0,1
0.516,0.462,24.0,14.3,182.0,119.0,0
0.405,0.194,16.0,16.4,140.0,112.0,1
0.472,0.433,22.0,14.3,137.0,121.0,1
0.408,0.206,20.0,10.3,160.0,105.0,1
0.453,0.333,22.0,12.5,200.0,112.0,0
0.468,0.389,17.0,17.2,159.0,136.0,0
0.415,0.273,17.0,11.9,200.0,117.0,0
0.469,0.333,20.0,10.6,168.0,112.0,0
0.418,0.345,10.0,9.4,200.0,131.0,1
0.468,0.298,9.0,11.2,139.0,123.0,0
0.416,0.188,12.0,13.6,147.0,113.0,0
0.467,0.31,16.0,13.0,157.0,101.0,1
0.538,0.344,19.0,11.2,222.0,121.0,1
0.469,0.35,23.0,11.5,165.0,123.0,1
0.382,0.24,15.0,14.4,124.0,122.0,0
0.388,0.421,28.0,8.4,300.0,95.0,1
0.393,0.333,29.0,9.2,131.0,119.0,0
0.433,0.333,10.0,6.8,152.0,131.0,0
0.402,0.324,23.0,13.8,174.0,120.0,0
0.402,0.25,14.0,14.1,126.0,101.0,0
0.45,0.45,22.0,15.0,200.0,122.0,0
0.392,0.216,11.0,18.2,149.0,112.0,1
0.358,0.3,27.0,10.5,146.0,122.0,0
0.447,0.179,21.0,12.2,202.0,107.0,0
0.463,0.438,15.0,9.1,162.0,120.0,0
0.444,0.28,18.0,13.7,133.0,143.0,0
0.47,0.317,8.0,10.3,203.0,131.0,0
0.394,0.258,16.0,10.5,273.0,132.0,0
0.451,0.414,19.0,12.1,161.0,116.0,1
0.455,0.429,9.0,15.4,127.0,120.0,0
0.547,0.5,27.0,9.9,168.0,133.0,0
0.341,0.259,25.0,9.7,133.0,139.0,0
0.402,0.353,19.0,11.6,156.0,108.0,0
0.549,0.45,9.0,11.7,195.0,113.0,0
0.545,0.259,21.0,11.2,167.0,128.0,1
0.524,0.417,14.0,21.8,143.0,113.0,0
0.488,0.389,12.0,10.4,147.0,104.0,1
0.468,0.425,13.0,8.1,228.0,135.0,0
0.455,0.283,13.0,11.7,247.0,96.0,0
0.512,0.391,30.0,10.6,176.0,134.0,1
0.5,0.516,24.0,15.4,235.0,112.0,0
0.494,0.345,18.0,14.3,226.0,113.0,1
0.461,0.368,16.0,13.3,156.0,103.0,0
0.426,0.32,11.0,10.0,194.0,114.0,1
0.398,0.222,19.0,12.6,164.0,145.0,0
0.416,0.259,16.0,11.6,189.0,133.0,0
0.537,0.459,20.0,16.3,173.0,117.0,1
0.377,0.364,14.0,12.9,155.0,125.0,0
0.483,0.32,15.0,10.0,193.0,130.0,0
0.427,0.3,25.0,10.4,134.0,117.0,0
0.395,0.292,25.0,17.6,142.0,94.0,0
0.505,0.375,10.0,11.7,208.0,104.0,1
0.411,0.321,18.0,9.2,197.0,124.0,0
0.411,0.3,22.0,13.0,170.0,114.0,0
0.429,0.267,15.0,10.7,122.0,113.0,1
0.439,0.385,18.0,11.4,149.0,107.0,1
0.461,0.343,14.0,9.3,300.0,113.0,0
0.371,0.273,19.0,12.3,151.0,111.0,0
0.37,0.265,13.0,15.7,120.0,124.0,0
0.433,0.295,29.0,11.0,149.0,116.0,0
0.474,0.457,12.0,9.7,166.0,127.0,0
0.434,0.37,12.0,10.8,200.0,134.0,0
0.51,0.31,27.0,16.0,134.0,116.0,0
0.506,0.231,22.0,14.3,200.0,115.0,0
0.473,0.366,10.0,8.5,235.0,92.0,0
0.544,0.476,19.0,19.6,143.0,131.0,1
0.463,0.447,25.0,10.6,175.0,124.0,1
0.398,0.324,22.0,9.9,226.0,113.0,1
0.494,0.5,15.0,9.9,164.0,98.0,1
0.424,0.37,16.0,12.3,138.0,111.0,0
0.4,0.36,19.0,8.3,175.0,116.0,1
0.407,0.206,12.0,12.1,148.0,117.0,0
0.608,0.448,29.0,14.9,182.0,135.0,1
0.527,0.391,18.0,8.7,200.0,117.0,1
0.462,0.333,15.0,6.6,200.0,127.0,1
0.524,0.385,22.0,8.5,175.0,109.0,0
0.533,0.361,13.0,12.2,227.0,121.0,1
0.474,0.385,13.0,17.5,136.0,131.0,1
0.419,0.313,23.0,8.5,143.0,108.0,0
0.349,0.208,21.0,16.1,114.0,117.0,0
0.463,0.304,26.0,16.3,164.0,132.0,0
0.5,0.409,20.0,14.5,156.0,134.0,0
0.395,0.286,24.0,17.9,126.0,104.0,0
0.418,0.308,35.0,16.4,161.0,133.0,1
0.548,0.351,17.0,12.3,164.0,124.0,1
0.299,0.333,14.0,11.1,147.0,106.0,0
0.447,0.41,17.0,11.2,142.0,113.0,0
0.421,0.324,13.0,5.6,134.0,114.0,0
0.462,0.351,14.0,15.3,126.0,144.0,0
0.463,0.439,13.0,14.7,144.0,128.0,1
0.414,0.353,12.0,14.6,152.0,123.0,1
0.341,0.171,19.0,8.9,109.0,126.0,0
0.432,0.389,8.0,13.3,172.0,125.0,0
0.44,0.391,26.0,10.0,145.0,116.0,1
0.49,0.379,17.0,7.9,167.0,139.0,1
0.422,0.297,10.0,11.0,207.0,118.0,1
0.443,0.422,11.0,12.9,287.0,137.0,1
0.536,0.441,15.0,10.2,152.0,135.0,0
0.534,0.45,29.0,12.2,166.0,111.0,1
0.433,0.35,9.0,18.8,213.0,107.0,1
0.477,0.394,11.0,15.3,130.0,115.0,0
0.4,0.233,23.0,9.7,155.0,117.0,0
0.458,0.4,19.0,10.5,142.0,105.0,1
0.516,0.563,15.0,16.7,271.0,115.0,0
0.455,0.286,28.0,15.6,148.0,112.0,1
0.47,0.407,22.0,15.3,197.0,122.0,0
0.443,0.154,21.0,14.0,142.0,138.0,1
0.539,0.486,6.0,19.8,149.0,122.0,0
0.484,0.333,22.0,7.2,187.0,125.0,0
0.525,0.357,21.0,16.4,165.0,120.0,0
0.539,0.37,18.0,20.0,137.0,115.0,0
0.453,0.324,13.0,12.1,207.0,132.0,0
0.441,0.381,15.0,9.6,133.0,122.0,0
0.486,0.583,26.0,20.2,250.0,105.0,1
0.494,0.379,20.0,13.2,142.0,126.0,0
0.463,0.229,17.0,14.3,144.0,122.0,0
0.398,0.407,24.0,13.8,200.0,127.0,0
0.474,0.316,16.0,2.8,164.0,144.0,0
0.494,0.35,23.0,8.1,139.0,118.0,1
0.451,0.313,34.0,12.2,203.0,119.0,1
0.47,0.448,21.0,12.1,181.0,138.0,1
0.383,0.306,10.0,12.2,136.0,130.0,0
0.351,0.316,13.0,10.3,118.0,111.0,1
0.418,0.238,30.0,8.6,136.0,140.0,0
0.453,0.444,22.0,4.5,195.0,130.0,1
0.48,0.386,22.0,9.5,220.0,125.0,0
0.365,0.25,31.0,10.6,250.0,126.0,1
0.5,0.296,15.0,9.9,144.0,132.0,1
0.437,0.238,22.0,9.2,156.0,106.0,0
0.438,0.35,15.0,14.4,164.0,117.0,1
0.368,0.207,25.0,7.3,137.0,104.0,1
0.595,0.462,16.0,9.7,244.0,110.0,1
0.43,0.3,26.0,8.2,232.0,131.0,0
0.485,0.25,11.0,11.2,271.0,130.0,1
0.449,0.316,16.0,17.4,137.0,101.0,1
0.457,0.273,26.0,11.5,179.0,108.0,1
